Crank_angle,Volume,cf_value,density,viscosity,mass_of_fuel,load,pressure,Fuel
508,662.39,42500,840,2.49,0.000286917,7.29,2.9,Diesel
509,664.79,42500,840,2.49,0.000286917,7.29,2.86,Diesel
510,667.13,42500,840,2.49,0.000286917,7.29,2.93,Diesel
511,669.38,42500,840,2.49,0.000286917,7.29,2.86,Diesel
512,671.56,42500,840,2.49,0.000286917,7.29,2.93,Diesel
513,673.67,42500,840,2.49,0.000286917,7.29,2.86,Diesel
514,675.7,42500,840,2.49,0.000286917,7.29,2.9,Diesel
515,677.65,42500,840,2.49,0.000286917,7.29,2.8,Diesel
516,679.53,42500,840,2.49,0.000286917,7.29,2.83,Diesel
517,681.33,42500,840,2.49,0.000286917,7.29,2.8,Diesel
518,683.06,42500,840,2.49,0.000286917,7.29,2.8,Diesel
519,684.71,42500,840,2.49,0.000286917,7.29,2.8,Diesel
520,686.28,42500,840,2.49,0.000286917,7.29,2.76,Diesel
521,687.78,42500,840,2.49,0.000286917,7.29,2.73,Diesel
522,689.2,42500,840,2.49,0.000286917,7.29,2.76,Diesel
523,690.54,42500,840,2.49,0.000286917,7.29,2.7,Diesel
524,691.81,42500,840,2.49,0.000286917,7.29,2.66,Diesel
525,693,42500,840,2.49,0.000286917,7.29,2.66,Diesel
526,694.11,42500,840,2.49,0.000286917,7.29,2.63,Diesel
527,695.15,42500,840,2.49,0.000286917,7.29,2.56,Diesel
528,696.11,42500,840,2.49,0.000286917,7.29,2.59,Diesel
529,697,42500,840,2.49,0.000286917,7.29,2.59,Diesel
530,697.8,42500,840,2.49,0.000286917,7.29,2.56,Diesel
531,698.53,42500,840,2.49,0.000286917,7.29,2.49,Diesel
532,699.18,42500,840,2.49,0.000286917,7.29,2.43,Diesel
533,699.76,42500,840,2.49,0.000286917,7.29,2.43,Diesel
534,700.26,42500,840,2.49,0.000286917,7.29,2.39,Diesel
535,700.68,42500,840,2.49,0.000286917,7.29,2.39,Diesel
536,701.02,42500,840,2.49,0.000286917,7.29,2.36,Diesel
537,701.29,42500,840,2.49,0.000286917,7.29,2.26,Diesel
538,701.48,42500,840,2.49,0.000286917,7.29,2.29,Diesel
539,701.6,42500,840,2.49,0.000286917,7.29,2.26,Diesel
540,701.63,42500,840,2.49,0.000286917,7.29,2.22,Diesel
541,701.59,42500,840,2.49,0.000286917,7.29,2.16,Diesel
542,701.47,42500,840,2.49,0.000286917,7.29,2.12,Diesel
543,701.28,42500,840,2.49,0.000286917,7.29,2.09,Diesel
544,701.01,42500,840,2.49,0.000286917,7.29,2.02,Diesel
545,700.66,42500,840,2.49,0.000286917,7.29,2.02,Diesel
546,700.23,42500,840,2.49,0.000286917,7.29,1.99,Diesel
547,699.73,42500,840,2.49,0.000286917,7.29,1.95,Diesel
548,699.15,42500,840,2.49,0.000286917,7.29,1.89,Diesel
549,698.49,42500,840,2.49,0.000286917,7.29,1.85,Diesel
550,697.76,42500,840,2.49,0.000286917,7.29,1.85,Diesel
551,696.94,42500,840,2.49,0.000286917,7.29,1.82,Diesel
552,696.06,42500,840,2.49,0.000286917,7.29,1.75,Diesel
553,695.09,42500,840,2.49,0.000286917,7.29,1.79,Diesel
554,694.05,42500,840,2.49,0.000286917,7.29,1.75,Diesel
555,692.93,42500,840,2.49,0.000286917,7.29,1.72,Diesel
556,691.74,42500,840,2.49,0.000286917,7.29,1.68,Diesel
557,690.47,42500,840,2.49,0.000286917,7.29,1.62,Diesel
558,689.12,42500,840,2.49,0.000286917,7.29,1.58,Diesel
559,687.69,42500,840,2.49,0.000286917,7.29,1.58,Diesel
560,686.19,42500,840,2.49,0.000286917,7.29,1.55,Diesel
561,684.62,42500,840,2.49,0.000286917,7.29,1.52,Diesel
562,682.96,42500,840,2.49,0.000286917,7.29,1.52,Diesel
563,681.23,42500,840,2.49,0.000286917,7.29,1.48,Diesel
564,679.43,42500,840,2.49,0.000286917,7.29,1.45,Diesel
565,677.55,42500,840,2.49,0.000286917,7.29,1.42,Diesel
566,675.59,42500,840,2.49,0.000286917,7.29,1.35,Diesel
567,673.56,42500,840,2.49,0.000286917,7.29,1.31,Diesel
568,671.45,42500,840,2.49,0.000286917,7.29,1.31,Diesel
569,669.26,42500,840,2.49,0.000286917,7.29,1.31,Diesel
570,667.01,42500,840,2.49,0.000286917,7.29,1.28,Diesel
571,664.67,42500,840,2.49,0.000286917,7.29,1.25,Diesel
572,662.26,42500,840,2.49,0.000286917,7.29,1.31,Diesel
573,659.78,42500,840,2.49,0.000286917,7.29,1.25,Diesel
574,657.22,42500,840,2.49,0.000286917,7.29,1.28,Diesel
575,654.59,42500,840,2.49,0.000286917,7.29,1.18,Diesel
576,651.88,42500,840,2.49,0.000286917,7.29,1.21,Diesel
577,649.1,42500,840,2.49,0.000286917,7.29,1.18,Diesel
578,646.25,42500,840,2.49,0.000286917,7.29,1.18,Diesel
579,643.33,42500,840,2.49,0.000286917,7.29,1.18,Diesel
580,640.33,42500,840,2.49,0.000286917,7.29,1.18,Diesel
581,637.25,42500,840,2.49,0.000286917,7.29,1.15,Diesel
582,634.11,42500,840,2.49,0.000286917,7.29,1.15,Diesel
583,630.89,42500,840,2.49,0.000286917,7.29,1.11,Diesel
584,627.61,42500,840,2.49,0.000286917,7.29,1.15,Diesel
585,624.25,42500,840,2.49,0.000286917,7.29,1.11,Diesel
586,620.82,42500,840,2.49,0.000286917,7.29,1.11,Diesel
587,617.32,42500,840,2.49,0.000286917,7.29,1.15,Diesel
588,613.75,42500,840,2.49,0.000286917,7.29,1.11,Diesel
589,610.11,42500,840,2.49,0.000286917,7.29,1.11,Diesel
590,606.4,42500,840,2.49,0.000286917,7.29,1.15,Diesel
591,602.62,42500,840,2.49,0.000286917,7.29,1.11,Diesel
592,598.78,42500,840,2.49,0.000286917,7.29,1.11,Diesel
593,594.87,42500,840,2.49,0.000286917,7.29,1.15,Diesel
594,590.89,42500,840,2.49,0.000286917,7.29,1.11,Diesel
595,586.84,42500,840,2.49,0.000286917,7.29,1.15,Diesel
596,582.73,42500,840,2.49,0.000286917,7.29,1.11,Diesel
597,578.55,42500,840,2.49,0.000286917,7.29,1.18,Diesel
598,574.31,42500,840,2.49,0.000286917,7.29,1.18,Diesel
599,570.01,42500,840,2.49,0.000286917,7.29,1.21,Diesel
600,565.64,42500,840,2.49,0.000286917,7.29,1.18,Diesel
601,561.21,42500,840,2.49,0.000286917,7.29,1.21,Diesel
602,556.72,42500,840,2.49,0.000286917,7.29,1.21,Diesel
603,552.17,42500,840,2.49,0.000286917,7.29,1.25,Diesel
604,547.56,42500,840,2.49,0.000286917,7.29,1.31,Diesel
605,542.89,42500,840,2.49,0.000286917,7.29,1.25,Diesel
606,538.16,42500,840,2.49,0.000286917,7.29,1.31,Diesel
607,533.38,42500,840,2.49,0.000286917,7.29,1.31,Diesel
608,528.54,42500,840,2.49,0.000286917,7.29,1.31,Diesel
609,523.64,42500,840,2.49,0.000286917,7.29,1.35,Diesel
610,518.7,42500,840,2.49,0.000286917,7.29,1.31,Diesel
611,513.69,42500,840,2.49,0.000286917,7.29,1.38,Diesel
612,508.64,42500,840,2.49,0.000286917,7.29,1.42,Diesel
613,503.54,42500,840,2.49,0.000286917,7.29,1.38,Diesel
614,498.38,42500,840,2.49,0.000286917,7.29,1.45,Diesel
615,493.18,42500,840,2.49,0.000286917,7.29,1.45,Diesel
616,487.93,42500,840,2.49,0.000286917,7.29,1.45,Diesel
617,482.64,42500,840,2.49,0.000286917,7.29,1.48,Diesel
618,477.3,42500,840,2.49,0.000286917,7.29,1.48,Diesel
619,471.92,42500,840,2.49,0.000286917,7.29,1.52,Diesel
620,466.49,42500,840,2.49,0.000286917,7.29,1.55,Diesel
621,461.03,42500,840,2.49,0.000286917,7.29,1.52,Diesel
622,455.52,42500,840,2.49,0.000286917,7.29,1.58,Diesel
623,449.98,42500,840,2.49,0.000286917,7.29,1.55,Diesel
624,444.41,42500,840,2.49,0.000286917,7.29,1.52,Diesel
625,438.8,42500,840,2.49,0.000286917,7.29,1.58,Diesel
626,433.15,42500,840,2.49,0.000286917,7.29,1.58,Diesel
627,427.48,42500,840,2.49,0.000286917,7.29,1.58,Diesel
628,421.78,42500,840,2.49,0.000286917,7.29,1.58,Diesel
629,416.04,42500,840,2.49,0.000286917,7.29,1.58,Diesel
630,410.29,42500,840,2.49,0.000286917,7.29,1.62,Diesel
631,404.51,42500,840,2.49,0.000286917,7.29,1.62,Diesel
632,398.7,42500,840,2.49,0.000286917,7.29,1.62,Diesel
633,392.88,42500,840,2.49,0.000286917,7.29,1.62,Diesel
634,387.03,42500,840,2.49,0.000286917,7.29,1.62,Diesel
635,381.17,42500,840,2.49,0.000286917,7.29,1.65,Diesel
636,375.29,42500,840,2.49,0.000286917,7.29,1.68,Diesel
637,369.4,42500,840,2.49,0.000286917,7.29,1.62,Diesel
638,363.5,42500,840,2.49,0.000286917,7.29,1.65,Diesel
639,357.59,42500,840,2.49,0.000286917,7.29,1.65,Diesel
640,351.67,42500,840,2.49,0.000286917,7.29,1.68,Diesel
641,345.75,42500,840,2.49,0.000286917,7.29,1.62,Diesel
642,339.82,42500,840,2.49,0.000286917,7.29,1.62,Diesel
643,333.9,42500,840,2.49,0.000286917,7.29,1.62,Diesel
644,327.97,42500,840,2.49,0.000286917,7.29,1.62,Diesel
645,322.04,42500,840,2.49,0.000286917,7.29,1.58,Diesel
646,316.12,42500,840,2.49,0.000286917,7.29,1.58,Diesel
647,310.21,42500,840,2.49,0.000286917,7.29,1.58,Diesel
648,304.31,42500,840,2.49,0.000286917,7.29,1.58,Diesel
649,298.42,42500,840,2.49,0.000286917,7.29,1.58,Diesel
650,292.54,42500,840,2.49,0.000286917,7.29,1.55,Diesel
651,286.68,42500,840,2.49,0.000286917,7.29,1.52,Diesel
652,280.84,42500,840,2.49,0.000286917,7.29,1.55,Diesel
653,275.01,42500,840,2.49,0.000286917,7.29,1.48,Diesel
654,269.21,42500,840,2.49,0.000286917,7.29,1.48,Diesel
655,263.44,42500,840,2.49,0.000286917,7.29,1.48,Diesel
656,257.69,42500,840,2.49,0.000286917,7.29,1.45,Diesel
657,251.97,42500,840,2.49,0.000286917,7.29,1.48,Diesel
658,246.29,42500,840,2.49,0.000286917,7.29,1.45,Diesel
659,240.63,42500,840,2.49,0.000286917,7.29,1.42,Diesel
660,235.02,42500,840,2.49,0.000286917,7.29,1.38,Diesel
661,229.44,42500,840,2.49,0.000286917,7.29,1.42,Diesel
662,223.9,42500,840,2.49,0.000286917,7.29,1.38,Diesel
663,218.4,42500,840,2.49,0.000286917,7.29,1.42,Diesel
664,212.95,42500,840,2.49,0.000286917,7.29,1.35,Diesel
665,207.55,42500,840,2.49,0.000286917,7.29,1.35,Diesel
666,202.2,42500,840,2.49,0.000286917,7.29,1.35,Diesel
667,196.9,42500,840,2.49,0.000286917,7.29,1.35,Diesel
668,191.65,42500,840,2.49,0.000286917,7.29,1.31,Diesel
669,186.46,42500,840,2.49,0.000286917,7.29,1.35,Diesel
670,181.33,42500,840,2.49,0.000286917,7.29,1.31,Diesel
671,176.26,42500,840,2.49,0.000286917,7.29,1.35,Diesel
672,171.26,42500,840,2.49,0.000286917,7.29,1.31,Diesel
673,166.31,42500,840,2.49,0.000286917,7.29,1.35,Diesel
674,161.44,42500,840,2.49,0.000286917,7.29,1.31,Diesel
675,156.63,42500,840,2.49,0.000286917,7.29,1.35,Diesel
676,151.9,42500,840,2.49,0.000286917,7.29,1.35,Diesel
677,147.24,42500,840,2.49,0.000286917,7.29,1.35,Diesel
678,142.65,42500,840,2.49,0.000286917,7.29,1.38,Diesel
679,138.15,42500,840,2.49,0.000286917,7.29,1.42,Diesel
680,133.72,42500,840,2.49,0.000286917,7.29,1.38,Diesel
681,129.37,42500,840,2.49,0.000286917,7.29,1.42,Diesel
682,125.11,42500,840,2.49,0.000286917,7.29,1.42,Diesel
683,120.93,42500,840,2.49,0.000286917,7.29,1.42,Diesel
684,116.84,42500,840,2.49,0.000286917,7.29,1.42,Diesel
685,112.84,42500,840,2.49,0.000286917,7.29,1.45,Diesel
686,108.93,42500,840,2.49,0.000286917,7.29,1.48,Diesel
687,105.12,42500,840,2.49,0.000286917,7.29,1.48,Diesel
688,101.39,42500,840,2.49,0.000286917,7.29,1.48,Diesel
689,97.77,42500,840,2.49,0.000286917,7.29,1.52,Diesel
690,94.24,42500,840,2.49,0.000286917,7.29,1.55,Diesel
691,90.81,42500,840,2.49,0.000286917,7.29,1.52,Diesel
692,87.48,42500,840,2.49,0.000286917,7.29,1.58,Diesel
693,84.25,42500,840,2.49,0.000286917,7.29,1.58,Diesel
694,81.13,42500,840,2.49,0.000286917,7.29,1.58,Diesel
695,78.11,42500,840,2.49,0.000286917,7.29,1.58,Diesel
696,75.2,42500,840,2.49,0.000286917,7.29,1.62,Diesel
697,72.4,42500,840,2.49,0.000286917,7.29,1.62,Diesel
698,69.71,42500,840,2.49,0.000286917,7.29,1.65,Diesel
699,67.12,42500,840,2.49,0.000286917,7.29,1.68,Diesel
700,64.65,42500,840,2.49,0.000286917,7.29,1.65,Diesel
701,62.3,42500,840,2.49,0.000286917,7.29,1.72,Diesel
702,60.05,42500,840,2.49,0.000286917,7.29,1.72,Diesel
703,57.92,42500,840,2.49,0.000286917,7.29,1.72,Diesel
704,55.91,42500,840,2.49,0.000286917,7.29,1.72,Diesel
705,54.02,42500,840,2.49,0.000286917,7.29,1.75,Diesel
706,52.24,42500,840,2.49,0.000286917,7.29,1.75,Diesel
707,50.58,42500,840,2.49,0.000286917,7.29,1.75,Diesel
708,49.04,42500,840,2.49,0.000286917,7.29,1.79,Diesel
709,47.62,42500,840,2.49,0.000286917,7.29,1.85,Diesel
710,46.32,42500,840,2.49,0.000286917,7.29,1.82,Diesel
711,45.15,42500,840,2.49,0.000286917,7.29,1.79,Diesel
712,44.09,42500,840,2.49,0.000286917,7.29,1.92,Diesel
713,43.16,42500,840,2.49,0.000286917,7.29,1.92,Diesel
714,42.35,42500,840,2.49,0.000286917,7.29,1.95,Diesel
715,41.66,42500,840,2.49,0.000286917,7.29,1.95,Diesel
716,41.1,42500,840,2.49,0.000286917,7.29,1.95,Diesel
717,40.66,42500,840,2.49,0.000286917,7.29,1.99,Diesel
718,40.35,42500,840,2.49,0.000286917,7.29,2.06,Diesel
719,40.16,42500,840,2.49,0.000286917,7.29,2.09,Diesel
720,40.09,42500,840,2.49,0.000286917,7.29,2.06,Diesel
1,40.16,42500,840,2.49,0.000384,11.61,1.62,Diesel
2,40.34,42500,840,2.49,0.000384,11.61,1.58,Diesel
3,40.65,42500,840,2.49,0.000384,11.61,1.58,Diesel
4,41.09,42500,840,2.49,0.000384,11.61,1.55,Diesel
5,41.65,42500,840,2.49,0.000384,11.61,1.48,Diesel
6,42.33,42500,840,2.49,0.000384,11.61,1.45,Diesel
7,43.14,42500,840,2.49,0.000384,11.61,1.45,Diesel
8,44.07,42500,840,2.49,0.000384,11.61,1.38,Diesel
9,45.12,42500,840,2.49,0.000384,11.61,1.31,Diesel
10,46.29,42500,840,2.49,0.000384,11.61,1.21,Diesel
11,47.59,42500,840,2.49,0.000384,11.61,1.15,Diesel
12,49,42500,840,2.49,0.000384,11.61,1.04,Diesel
13,50.54,42500,840,2.49,0.000384,11.61,0.98,Diesel
14,52.19,42500,840,2.49,0.000384,11.61,0.98,Diesel
15,53.97,42500,840,2.49,0.000384,11.61,0.91,Diesel
16,55.86,42500,840,2.49,0.000384,11.61,0.88,Diesel
17,57.87,42500,840,2.49,0.000384,11.61,0.81,Diesel
18,60,42500,840,2.49,0.000384,11.61,0.84,Diesel
19,62.24,42500,840,2.49,0.000384,11.61,0.88,Diesel
20,64.59,42500,840,2.49,0.000384,11.61,0.84,Diesel
21,67.06,42500,840,2.49,0.000384,11.61,0.84,Diesel
22,69.64,42500,840,2.49,0.000384,11.61,0.84,Diesel
23,72.33,42500,840,2.49,0.000384,11.61,0.84,Diesel
24,75.13,42500,840,2.49,0.000384,11.61,0.81,Diesel
25,78.04,42500,840,2.49,0.000384,11.61,0.77,Diesel
26,81.06,42500,840,2.49,0.000384,11.61,0.81,Diesel
27,84.18,42500,840,2.49,0.000384,11.61,0.77,Diesel
28,87.4,42500,840,2.49,0.000384,11.61,0.84,Diesel
29,90.73,42500,840,2.49,0.000384,11.61,0.84,Diesel
30,94.16,42500,840,2.49,0.000384,11.61,0.88,Diesel
31,97.68,42500,840,2.49,0.000384,11.61,0.84,Diesel
32,101.31,42500,840,2.49,0.000384,11.61,0.88,Diesel
33,105.03,42500,840,2.49,0.000384,11.61,0.81,Diesel
34,108.85,42500,840,2.49,0.000384,11.61,0.81,Diesel
35,112.76,42500,840,2.49,0.000384,11.61,0.84,Diesel
36,116.75,42500,840,2.49,0.000384,11.61,0.91,Diesel
37,120.84,42500,840,2.49,0.000384,11.61,0.91,Diesel
38,125.02,42500,840,2.49,0.000384,11.61,0.91,Diesel
39,129.28,42500,840,2.49,0.000384,11.61,0.91,Diesel
40,133.63,42500,840,2.49,0.000384,11.61,0.91,Diesel
41,138.05,42500,840,2.49,0.000384,11.61,0.88,Diesel
42,142.56,42500,840,2.49,0.000384,11.61,0.84,Diesel
43,147.15,42500,840,2.49,0.000384,11.61,0.91,Diesel
44,151.81,42500,840,2.49,0.000384,11.61,0.91,Diesel
45,156.54,42500,840,2.49,0.000384,11.61,0.91,Diesel
46,161.35,42500,840,2.49,0.000384,11.61,0.91,Diesel
47,166.22,42500,840,2.49,0.000384,11.61,0.91,Diesel
48,171.16,42500,840,2.49,0.000384,11.61,0.91,Diesel
49,176.17,42500,840,2.49,0.000384,11.61,0.91,Diesel
50,181.24,42500,840,2.49,0.000384,11.61,0.91,Diesel
51,186.37,42500,840,2.49,0.000384,11.61,0.91,Diesel
52,191.56,42500,840,2.49,0.000384,11.61,0.91,Diesel
53,196.81,42500,840,2.49,0.000384,11.61,0.91,Diesel
54,202.11,42500,840,2.49,0.000384,11.61,0.91,Diesel
55,207.46,42500,840,2.49,0.000384,11.61,0.91,Diesel
56,212.87,42500,840,2.49,0.000384,11.61,0.91,Diesel
57,218.32,42500,840,2.49,0.000384,11.61,0.91,Diesel
58,223.81,42500,840,2.49,0.000384,11.61,0.88,Diesel
59,229.35,42500,840,2.49,0.000384,11.61,0.88,Diesel
60,234.93,42500,840,2.49,0.000384,11.61,0.88,Diesel
61,240.55,42500,840,2.49,0.000384,11.61,0.88,Diesel
62,246.21,42500,840,2.49,0.000384,11.61,0.88,Diesel
63,251.9,42500,840,2.49,0.000384,11.61,0.88,Diesel
64,257.62,42500,840,2.49,0.000384,11.61,0.88,Diesel
65,263.37,42500,840,2.49,0.000384,11.61,0.88,Diesel
66,269.14,42500,840,2.49,0.000384,11.61,0.88,Diesel
67,274.95,42500,840,2.49,0.000384,11.61,0.88,Diesel
68,280.77,42500,840,2.49,0.000384,11.61,0.88,Diesel
69,286.62,42500,840,2.49,0.000384,11.61,0.91,Diesel
70,292.48,42500,840,2.49,0.000384,11.61,0.91,Diesel
71,298.36,42500,840,2.49,0.000384,11.61,0.91,Diesel
72,304.25,42500,840,2.49,0.000384,11.61,0.94,Diesel
73,310.16,42500,840,2.49,0.000384,11.61,0.91,Diesel
74,316.07,42500,840,2.49,0.000384,11.61,0.94,Diesel
75,322,42500,840,2.49,0.000384,11.61,0.91,Diesel
76,327.92,42500,840,2.49,0.000384,11.61,0.94,Diesel
77,333.85,42500,840,2.49,0.000384,11.61,0.91,Diesel
78,339.78,42500,840,2.49,0.000384,11.61,0.94,Diesel
79,345.71,42500,840,2.49,0.000384,11.61,0.91,Diesel
80,351.64,42500,840,2.49,0.000384,11.61,0.94,Diesel
81,357.56,42500,840,2.49,0.000384,11.61,0.91,Diesel
82,363.48,42500,840,2.49,0.000384,11.61,0.91,Diesel
83,369.38,42500,840,2.49,0.000384,11.61,0.91,Diesel
84,375.27,42500,840,2.49,0.000384,11.61,0.94,Diesel
85,381.15,42500,840,2.49,0.000384,11.61,0.91,Diesel
86,387.02,42500,840,2.49,0.000384,11.61,0.94,Diesel
87,392.87,42500,840,2.49,0.000384,11.61,0.91,Diesel
88,398.69,42500,840,2.49,0.000384,11.61,0.91,Diesel
89,404.5,42500,840,2.49,0.000384,11.61,0.91,Diesel
90,410.29,42500,840,2.49,0.000384,11.61,0.94,Diesel
91,416.05,42500,840,2.49,0.000384,11.61,0.94,Diesel
92,421.78,42500,840,2.49,0.000384,11.61,0.91,Diesel
93,427.49,42500,840,2.49,0.000384,11.61,0.94,Diesel
94,433.17,42500,840,2.49,0.000384,11.61,0.94,Diesel
95,438.81,42500,840,2.49,0.000384,11.61,0.94,Diesel
96,444.43,42500,840,2.49,0.000384,11.61,0.98,Diesel
97,450.01,42500,840,2.49,0.000384,11.61,1.01,Diesel
98,455.55,42500,840,2.49,0.000384,11.61,0.94,Diesel
99,461.06,42500,840,2.49,0.000384,11.61,0.98,Diesel
100,466.52,42500,840,2.49,0.000384,11.61,1.01,Diesel
101,471.95,42500,840,2.49,0.000384,11.61,0.98,Diesel
102,477.34,42500,840,2.49,0.000384,11.61,1.01,Diesel
103,482.68,42500,840,2.49,0.000384,11.61,0.98,Diesel
104,487.98,42500,840,2.49,0.000384,11.61,1.04,Diesel
105,493.23,42500,840,2.49,0.000384,11.61,1.01,Diesel
106,498.43,42500,840,2.49,0.000384,11.61,0.98,Diesel
107,503.59,42500,840,2.49,0.000384,11.61,1.04,Diesel
108,508.7,42500,840,2.49,0.000384,11.61,1.04,Diesel
109,513.75,42500,840,2.49,0.000384,11.61,1.04,Diesel
110,518.76,42500,840,2.49,0.000384,11.61,1.08,Diesel
111,523.71,42500,840,2.49,0.000384,11.61,1.04,Diesel
112,528.6,42500,840,2.49,0.000384,11.61,1.04,Diesel
113,533.45,42500,840,2.49,0.000384,11.61,1.04,Diesel
114,538.23,42500,840,2.49,0.000384,11.61,1.04,Diesel
115,542.96,42500,840,2.49,0.000384,11.61,1.08,Diesel
116,547.63,42500,840,2.49,0.000384,11.61,1.08,Diesel
117,552.25,42500,840,2.49,0.000384,11.61,1.08,Diesel
118,556.8,42500,840,2.49,0.000384,11.61,1.08,Diesel
119,561.29,42500,840,2.49,0.000384,11.61,1.08,Diesel
120,565.72,42500,840,2.49,0.000384,11.61,1.08,Diesel
121,570.09,42500,840,2.49,0.000384,11.61,1.08,Diesel
122,574.4,42500,840,2.49,0.000384,11.61,1.11,Diesel
123,578.64,42500,840,2.49,0.000384,11.61,1.15,Diesel
124,582.82,42500,840,2.49,0.000384,11.61,1.08,Diesel
125,586.93,42500,840,2.49,0.000384,11.61,1.11,Diesel
126,590.98,42500,840,2.49,0.000384,11.61,1.15,Diesel
127,594.96,42500,840,2.49,0.000384,11.61,1.11,Diesel
128,598.87,42500,840,2.49,0.000384,11.61,1.15,Diesel
129,602.72,42500,840,2.49,0.000384,11.61,1.11,Diesel
130,606.49,42500,840,2.49,0.000384,11.61,1.15,Diesel
131,610.2,42500,840,2.49,0.000384,11.61,1.15,Diesel
132,613.84,42500,840,2.49,0.000384,11.61,1.15,Diesel
133,617.41,42500,840,2.49,0.000384,11.61,1.15,Diesel
134,620.91,42500,840,2.49,0.000384,11.61,1.15,Diesel
135,624.34,42500,840,2.49,0.000384,11.61,1.15,Diesel
136,627.7,42500,840,2.49,0.000384,11.61,1.15,Diesel
137,630.99,42500,840,2.49,0.000384,11.61,1.15,Diesel
138,634.2,42500,840,2.49,0.000384,11.61,1.15,Diesel
139,637.35,42500,840,2.49,0.000384,11.61,1.15,Diesel
140,640.42,42500,840,2.49,0.000384,11.61,1.15,Diesel
141,643.42,42500,840,2.49,0.000384,11.61,1.18,Diesel
142,646.34,42500,840,2.49,0.000384,11.61,1.21,Diesel
143,649.19,42500,840,2.49,0.000384,11.61,1.18,Diesel
144,651.97,42500,840,2.49,0.000384,11.61,1.21,Diesel
145,654.68,42500,840,2.49,0.000384,11.61,1.21,Diesel
146,657.31,42500,840,2.49,0.000384,11.61,1.21,Diesel
147,659.86,42500,840,2.49,0.000384,11.61,1.21,Diesel
148,662.35,42500,840,2.49,0.000384,11.61,1.21,Diesel
149,664.75,42500,840,2.49,0.000384,11.61,1.21,Diesel
150,667.09,42500,840,2.49,0.000384,11.61,1.21,Diesel
151,669.34,42500,840,2.49,0.000384,11.61,1.25,Diesel
152,671.52,42500,840,2.49,0.000384,11.61,1.28,Diesel
153,673.63,42500,840,2.49,0.000384,11.61,1.18,Diesel
154,675.66,42500,840,2.49,0.000384,11.61,1.25,Diesel
155,677.62,42500,840,2.49,0.000384,11.61,1.28,Diesel
156,679.5,42500,840,2.49,0.000384,11.61,1.21,Diesel
157,681.3,42500,840,2.49,0.000384,11.61,1.28,Diesel
158,683.03,42500,840,2.49,0.000384,11.61,1.21,Diesel
159,684.68,42500,840,2.49,0.000384,11.61,1.25,Diesel
160,686.25,42500,840,2.49,0.000384,11.61,1.31,Diesel
161,687.75,42500,840,2.49,0.000384,11.61,1.25,Diesel
162,689.17,42500,840,2.49,0.000384,11.61,1.31,Diesel
163,690.52,42500,840,2.49,0.000384,11.61,1.25,Diesel
164,691.79,42500,840,2.49,0.000384,11.61,1.31,Diesel
165,692.98,42500,840,2.49,0.000384,11.61,1.25,Diesel
166,694.09,42500,840,2.49,0.000384,11.61,1.31,Diesel
167,695.13,42500,840,2.49,0.000384,11.61,1.28,Diesel
168,696.09,42500,840,2.49,0.000384,11.61,1.25,Diesel
169,696.98,42500,840,2.49,0.000384,11.61,1.35,Diesel
170,697.79,42500,840,2.49,0.000384,11.61,1.28,Diesel
171,698.52,42500,840,2.49,0.000384,11.61,1.25,Diesel
172,699.17,42500,840,2.49,0.000384,11.61,1.35,Diesel
173,699.75,42500,840,2.49,0.000384,11.61,1.28,Diesel
174,700.25,42500,840,2.49,0.000384,11.61,1.28,Diesel
175,700.67,42500,840,2.49,0.000384,11.61,1.28,Diesel
176,701.02,42500,840,2.49,0.000384,11.61,1.28,Diesel
177,701.29,42500,840,2.49,0.000384,11.61,1.28,Diesel
178,701.48,42500,840,2.49,0.000384,11.61,1.28,Diesel
179,701.59,42500,840,2.49,0.000384,11.61,1.28,Diesel
180,701.63,42500,840,2.49,0.000384,11.61,1.28,Diesel
181,701.59,42500,840,2.49,0.000384,11.61,1.28,Diesel
182,701.48,42500,840,2.49,0.000384,11.61,1.28,Diesel
183,701.28,42500,840,2.49,0.000384,11.61,1.31,Diesel
184,701.01,42500,840,2.49,0.000384,11.61,1.31,Diesel
185,700.66,42500,840,2.49,0.000384,11.61,1.31,Diesel
186,700.24,42500,840,2.49,0.000384,11.61,1.35,Diesel
187,699.74,42500,840,2.49,0.000384,11.61,1.31,Diesel
188,699.16,42500,840,2.49,0.000384,11.61,1.31,Diesel
189,698.5,42500,840,2.49,0.000384,11.61,1.35,Diesel
190,697.77,42500,840,2.49,0.000384,11.61,1.31,Diesel
191,696.96,42500,840,2.49,0.000384,11.61,1.35,Diesel
192,696.07,42500,840,2.49,0.000384,11.61,1.31,Diesel
193,695.11,42500,840,2.49,0.000384,11.61,1.35,Diesel
194,694.07,42500,840,2.49,0.000384,11.61,1.35,Diesel
195,692.95,42500,840,2.49,0.000384,11.61,1.35,Diesel
196,691.76,42500,840,2.49,0.000384,11.61,1.35,Diesel
197,690.49,42500,840,2.49,0.000384,11.61,1.35,Diesel
198,689.14,42500,840,2.49,0.000384,11.61,1.35,Diesel
199,687.72,42500,840,2.49,0.000384,11.61,1.35,Diesel
200,686.22,42500,840,2.49,0.000384,11.61,1.35,Diesel
201,684.65,42500,840,2.49,0.000384,11.61,1.38,Diesel
202,682.99,42500,840,2.49,0.000384,11.61,1.42,Diesel
203,681.27,42500,840,2.49,0.000384,11.61,1.35,Diesel
